"$302,090",3bd,2ba,"1,831 sqft","10104 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9070345929-10104-Hermann-Trce-Texas-City-TX-77591
"$306,540",3bd,2ba,"1,831 sqft","10005 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9070312292-10005-Hermann-Trce-Texas-City-TX-77591
"$307,540",3bd,2ba,"1,831 sqft","9913 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9069316629-9913-Hermann-Trce-Texas-City-TX-77591
"$279,900",3bd,2ba,"1,613 sqft","3102 Ruby Dr, Texas City, TX 77591",https://www.trulia.com/property/9068433999-3102-Ruby-Dr-Texas-City-TX-77591
"$264,890",3bd,2ba,"1,754 sqft","3518 Fawnwood Dr, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/3518-fawnwood-dr-texas-city-tx-77591--2552660966
"$244,900+",3bd,2ba,"1,296 sqft","Pearlbrook, Texas City, TX 77591",https://www.trulia.com/builder-community/Pearlbrook-6529261523/new-home/Plan-S-1262/9073753550
"$273,990+",3bd,2ba,"1,477 sqft","Central Park Square, Texas City, TX 77591",https://www.trulia.com/builder-community/Central-Park-Square-6529237427/new-home/Plan-The-Briscoe-820/9068465882
"$290,020",3bd,3ba,"2,201 sqft","3522 Fawnwood Dr, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/3522-fawnwood-dr-texas-city-tx-77591--2552782228
"$274,990+",3bd,2ba,"1,414 sqft","Central Park Square, Texas City, TX 77591",https://www.trulia.com/builder-community/Central-Park-Square-6529237427/new-home/Plan-The-Glacier-N304/9068465885
"$291,990+",4bd,3ba,"2,482 sqft","Park Place Reserve, Texas City, TX 77591",https://www.trulia.com/builder-community/Park-Place-Reserve-6000276011/new-home/Plan-Ozark/4079709567
"$321,940",4bd,3ba,"2,208 sqft","10116 Deussen Ln, Texas City, TX 77591",https://www.trulia.com/property/9070345930-10116-Deussen-Ln-Texas-City-TX-77591
"$306,990+",4bd,3ba,"2,041 sqft","Park Place Reserve, Texas City, TX 77591",https://www.trulia.com/builder-community/Park-Place-Reserve-6000276011/new-home/Plan-Lakeway/4079710829
"$355,290",4bd,3ba,"2,757 sqft","10012 Deussen Ln, Texas City, TX 77591",https://www.trulia.com/property/9069562494-10012-Deussen-Ln-Texas-City-TX-77591
"$441,293",4bd,4ba,"2,941 sqft","3009 Dalily Court Dr, La Marque, TX 77568",https://www.trulia.com/property/9071228760-3009-Dalily-Court-Dr-La-Marque-TX-77568
"$259,900",3bd,2ba,"1,509 sqft","8105 Ocean Jasper Ln, Texas City, TX 77591",https://www.trulia.com/property/9068489189-8105-Ocean-Jasper-Ln-Texas-City-TX-77591
"$279,900+",3bd,2ba,"1,657 sqft","Pearlbrook, Texas City, TX 77591",https://www.trulia.com/builder-community/Pearlbrook-6529261523/new-home/Plan-S-1613/9073753542
"$289,990",4bd,2ba,"1,796 sqft","11028 33rd Ave N, Texas City, TX 77590",https://www.trulia.com/p/tx/texas-city/11028-33rd-ave-n-texas-city-tx-77590--2548653290
"$290,990+",4bd,2ba,"1,750 sqft","Park Place Reserve, Texas City, TX 77591",https://www.trulia.com/builder-community/Park-Place-Reserve-6000276011/new-home/Plan-Huntsville/4079709661
"$303,411",4bd,4ba,"2,365 sqft","3602 Fawnwood Dr, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/3602-fawnwood-dr-texas-city-tx-77591--2552782202
"$417,990",4bd,3ba,"2,481 sqft","2426 Mar Vis, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/2426-mar-vis-texas-city-tx-77591--2551167604
"$348,990",3bd,2ba,"1,832 sqft","13336 Diamond Reef, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/13336-diamond-reef-texas-city-tx-77591--2551169734
"$322,665",4bd,3ba,"2,208 sqft","10113 Waterwall Ln, Texas City, TX 77591",https://www.trulia.com/property/9070565990-10113-Waterwall-Ln-Texas-City-TX-77591
"$266,900+",4bd,2ba,"1,647 sqft","Pearlbrook, Texas City, TX 77591",https://www.trulia.com/builder-community/Pearlbrook-6529261523/new-home/Plan-S-1593/9073753541
"$326,990+",4bd,3ba,"2,336 sqft","Central Park Square, Texas City, TX 77591",https://www.trulia.com/builder-community/Central-Park-Square-6529237427/new-home/Plan-The-Matador-870/9068465886
"$293,990+",4bd,3ba,"2,561 sqft","Park Place Reserve, Texas City, TX 77591",https://www.trulia.com/builder-community/Park-Place-Reserve-6000276011/new-home/Plan-Perry/4079710816
"$302,492",4bd,3ba,"2,377 sqft","3514 Fawnwood Dr, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/3514-fawnwood-dr-texas-city-tx-77591--2552782341
